c_t,air_temperature,air_pressure,mach,wing_surface,q_fuel,eta_poll
0.17899271767318475,295.19336,94040.35659516814,0.3210331919589202,122.4,43130000.0,0.2526206822437738
0.08534668344604585,290.10602,85178.39178058632,0.4080626547867353,122.4,43130000.0,0.2803715600781101
0.08995621118032636,288.7378,77372.3179826334,0.42739408547734264,122.4,43130000.0,0.28352511704206795
0.08125726329605165,282.66278,69344.03928345334,0.45146441438030066,122.4,43130000.0,0.2885505707291853
0.0683651399851312,276.64957,63682.73221635501,0.4977375294550086,122.4,43130000.0,0.29752605163005247
0.06434893524980649,271.71878,58812.961183990294,0.5472720841957844,122.4,43130000.0,0.30125545688174127
0.0510608265093361,266.28842,53045.83483154943,0.5887233802028466,122.4,43130000.0,0.3135742285408477
0.04797383908689698,262.3566,48952.171669891104,0.6193077802943314,122.4,43130000.0,0.3176726141748292
0.045738778591840036,258.16083,44880.94387389205,0.638715278911193,122.4,43130000.0,0.3205228423891136
0.043776416504940074,254.31462,41575.489665763846,0.6589224532728709,122.4,43130000.0,0.3232113285778495
0.046550968346162326,250.61586,38805.46129804407,0.6796270551109613,122.4,43130000.0,0.3175444370669268
0.0408661744785449,245.8096,35633.51997673736,0.6992993477110715,122.4,43130000.0,0.32738525026956483
0.04003448504922216,242.02806,33451.08555598698,0.7141232549986872,122.4,43130000.0,0.328483072738875
0.041080388674708736,238.48488,31484.610173362267,0.7266873721875181,122.4,43130000.0,0.3253758838514419
0.04320833560093246,234.81413,29444.156275419027,0.7356417648185241,122.4,43130000.0,0.31761803887540974
0.04410067037053908,231.17645,27448.480002484983,0.7454837622224634,122.4,43130000.0,0.311785814861263
0.041379509276081736,227.61829,25503.80254566049,0.7504735670920953,122.4,43130000.0,0.3209720115680051
0.040498553181880746,224.653,24126.95654698515,0.7533501589716278,122.4,43130000.0,0.3234492309626614
0.029361406306489563,222.05438,23003.158576711936,0.7538564256580114,122.4,43130000.0,0.3405372358752225
0.030035500756509566,222.03012,23003.158576711936,0.7510220774168948,122.4,43130000.0,0.340216470898597
0.030579896725583405,222.00072,23003.158576711936,0.749965298802182,122.4,43130000.0,0.34007555518272625
0.030598043800229457,222.03276,23030.72702383211,0.7516181847193333,122.4,43130000.0,0.3403023942472064
0.03643491994903438,222.06433,23058.322218445042,0.7538417199098006,122.4,43130000.0,0.33426282989849554
0.0411008124352902,221.16972,22674.41630463499,0.7613726670039411,122.4,43130000.0,0.3197394815327503
0.0393270913447201,218.89119,21766.742702261996,0.7653661835821226,122.4,43130000.0,0.3253882949699539
0.03694605221048398,217.31819,21147.990204226462,0.7695358690053072,122.4,43130000.0,0.3321648403257155
0.03235003500731949,216.56657,20845.241407656762,0.7754483855526749,122.4,43130000.0,0.34134343414598156
0.03284861829883763,216.6452,20870.30407451307,0.7787320615236615,122.4,43130000.0,0.3407478511007749
0.03131435152056102,216.6666,20870.30407451307,0.7834561075885156,122.4,43130000.0,0.3430407647271131
0.03163557950755327,216.81503,20920.519844550956,0.7857315241429567,122.4,43130000.0,0.34276493742687786
0.03211633460397586,216.7762,20895.396874734477,0.7867777722717615,122.4,43130000.0,0.34211409532220416
0.031342000395181195,216.72743,20870.30407451307,0.7895645964058936,122.4,43130000.0,0.3433370033472668
0.03069243245583659,216.67358,20845.241407656762,0.7899349870917493,122.4,43130000.0,0.3441460247479373
0.03172439305038912,216.66005,20845.241407656762,0.7890201960298422,122.4,43130000.0,0.34277946043741286
0.030640488736683322,216.64197,20845.241407656762,0.7916558090283384,122.4,43130000.0,0.344314808297677
0.030446633173511293,216.67737,20870.30407451307,0.7918139900025206,122.4,43130000.0,0.34453604360229906
0.030629725067440397,216.71245,20895.396874734477,0.7914830673630604,122.4,43130000.0,0.3443157769898864
0.02994631367840734,216.70164,20895.396874734477,0.7909415497052952,122.4,43130000.0,0.34494110693159996
0.030641791437477674,216.7484,20920.519844550956,0.788985372791115,122.4,43130000.0,0.34413649865452295
0.032797707690761214,216.67262,20895.396874734477,0.787495457637527,122.4,43130000.0,0.34098042548798657
0.030357835077517797,216.58607,20870.30407451307,0.793284815628371,122.4,43130000.0,0.34473085242921836
0.030271482176217453,216.61221,20895.396874734477,0.7930230981668119,122.4,43130000.0,0.34480215076703513
0.028579873488169382,216.63751,20920.519844550956,0.792615489987622,122.4,43130000.0,0.3459192657121765
0.02868433700226599,216.60146,20920.519844550956,0.7854023327172688,122.4,43130000.0,0.34501676465107384
0.03181743164302134,216.5752,20920.519844550956,0.7779375926502452,122.4,43130000.0,0.3421317162240931
0.03126538860047721,216.55627,20920.519844550956,0.7802078591167257,122.4,43130000.0,0.34288517181739997
0.02589572790516478,216.53125,20920.519844550956,0.7810303531122837,122.4,43130000.0,0.3433332937070277
0.03521504831840623,216.55734,20945.673020236034,0.7645708639069654,122.4,43130000.0,0.3364723749064626
0.03230104018784436,216.57245,20970.856438106865,0.7767978208364956,122.4,43130000.0,0.34147010814721496
0.031163597734225872,216.45856,20945.673020236034,0.780028795391845,122.4,43130000.0,0.3429761634952239
0.031206255512469173,216.46947,20970.856438106865,0.7818275054328195,122.4,43130000.0,0.3430564583901989
0.030671948871465578,216.42828,20970.856438106865,0.7832238437880287,122.4,43130000.0,0.3436822948470471
0.031955704888207315,216.32033,20945.673020236034,0.7820491570902914,122.4,43130000.0,0.3421677288873541
0.03305254849779442,216.28467,20945.673020236034,0.7860445286616163,122.4,43130000.0,0.340501213906619
0.026180409281216715,216.37236,20996.07013452424,0.796492836910639,122.4,43130000.0,0.3462901258683454
0.02966363997178257,216.35303,20996.07013452424,0.7817159752728252,122.4,43130000.0,0.3442417312959129
0.03220469339895677,216.34314,20996.07013452424,0.7780508879426621,122.4,43130000.0,0.3416545531681122
0.03384513039126482,216.40227,21021.314145892706,0.7836107994294276,122.4,43130000.0,0.33894521735575134
0.030818140416618497,216.40648,21021.314145892706,0.7950208251952434,122.4,43130000.0,0.3442958548451686
0.029024008106820307,216.40703,21021.314145892706,0.7971657490487315,122.4,43130000.0,0.34618826447986173
0.02787449132849943,216.45616,21046.58850866054,0.7939800302896768,122.4,43130000.0,0.34624967353112646
0.028873845684424304,216.41615,21046.58850866054,0.7857458267990977,122.4,43130000.0,0.34501088743092073
0.029912366911181938,216.3501,21046.58850866054,0.78044595351383,122.4,43130000.0,0.3439786553845943
0.029639528818507926,216.24956,21046.58850866054,0.7781812757560239,122.4,43130000.0,0.34386017218085124
0.02990962214438433,216.27086,21097.228434406697,0.7766541938151603,122.4,43130000.0,0.3435747690233531
0.029537971893862716,216.2327,21122.594070500923,0.7751013742112668,122.4,43130000.0,0.3435307621847121
0.03091089949203976,216.27435,21173.41687225124,0.7731343554706419,122.4,43130000.0,0.34263250013728186
0.03057362601932855,216.10468,21122.594070500923,0.7717817865969292,122.4,43130000.0,0.34271888786450283
0.030739800323002157,216.12074,21147.990204226462,0.7718295844427298,122.4,43130000.0,0.3426245154193156
0.031131843423836878,216.13608,21173.41687225124,0.7726226180007725,122.4,43130000.0,0.3424208010249205
0.03164961318443158,216.08029,21173.41687225124,0.7740960189278719,122.4,43130000.0,0.34207137599681936
0.031049370828584874,215.94804,21147.990204226462,0.7767175485864773,122.4,43130000.0,0.3428305706826603
0.030378073669428112,215.9344,21173.41687225124,0.7796656912144146,122.4,43130000.0,0.3436116095827634
0.030559138076816077,215.93077,21198.874111287296,0.7809097049316199,122.4,43130000.0,0.34358751909156526
0.03069562433783649,215.93707,21224.361958090776,0.7831403747355954,122.4,43130000.0,0.34365433134204376
0.03004111436146472,215.92288,21224.361958090776,0.7853092109881028,122.4,43130000.0,0.34437200111531274
0.02985062525875065,215.97185,21249.880449462045,0.786476190466077,122.4,43130000.0,0.3446142047658483
0.028723989651904022,215.99841,21249.880449462045,0.7862256112512264,122.4,43130000.0,0.3451100005861142
0.029303932761698976,216.08063,21275.429622245698,0.7829230049264575,122.4,43130000.0,0.3445330820678634
0.02964220579423678,216.11589,21275.429622245698,0.7804203909691401,122.4,43130000.0,0.344110528998172
0.032764882482350925,216.15088,21275.429622245698,0.7787967561670939,122.4,43130000.0,0.34088010157573545
0.028699007568200888,216.33717,21352.26159818179,0.7910437434590363,122.4,43130000.0,0.34569435502133383
0.02851221983643339,216.35915,21352.26159818179,0.787811851321417,122.4,43130000.0,0.34535581121332815
0.028243234345755524,216.37675,21352.26159818179,0.7836166999663153,122.4,43130000.0,0.3448296836602857
0.029330829653615418,216.49225,21403.637000014693,0.7799982419786153,122.4,43130000.0,0.34418239756307023
0.02971715269822547,216.54843,21429.37103749376,0.7790513852291809,122.4,43130000.0,0.34392573179479186
0.029206302553573007,216.47107,21377.933865947773,0.776430436169698,122.4,43130000.0,0.34377522807460453
0.029549734789702197,216.55504,21429.37103749376,0.7755028083311778,122.4,43130000.0,0.3435760936616822
0.029837865964128078,216.62564,21480.93197135621,0.775934007139778,122.4,43130000.0,0.34352522426699633
0.029661739262664667,216.63776,21506.758942185315,0.7767337885399043,122.4,43130000.0,0.3436850420336922
0.027915674668251338,216.61678,21506.758942185315,0.776156129555423,122.4,43130000.0,0.3436824903615037
0.030158140782782266,216.59555,21506.758942185315,0.7692956893175689,122.4,43130000.0,0.3426391944849572
0.029916086113014665,216.63266,21558.506078089285,0.7713507092700079,122.4,43130000.0,0.3429643794588574
0.031211566653209004,216.66223,21584.4263178787,0.7721104787980636,122.4,43130000.0,0.3423137558012717
0.029976788862851145,216.67319,21584.4263178787,0.7766856666897725,122.4,43130000.0,0.3435469987352891
0.029241558479544877,216.72362,21584.4263178787,0.7776693920438698,122.4,43130000.0,0.3439239053006688
0.030021103541919118,216.79883,21636.360328255767,0.7783774927940093,122.4,43130000.0,0.34370463607435114
0.030479874861145704,216.87611,21636.360328255767,0.7800804896853264,122.4,43130000.0,0.3435759185422101
0.029498814119574022,216.9648,21662.374173827782,0.7848535686055103,122.4,43130000.0,0.3446595917196343
0.027749925096039785,217.06133,21688.419296386823,0.7869143521829274,122.4,43130000.0,0.345273648337297
0.02675005323552771,217.15417,21714.495733537875,0.7829303544414637,122.4,43130000.0,0.3443085737810399
0.029885825914815395,217.24535,21740.603522931116,0.7749282019207273,122.4,43130000.0,0.3433917055541565
0.029935289511443176,217.33473,21740.603522931116,0.7761905410658779,122.4,43130000.0,0.34351207121148014
0.02765761014281333,217.42706,21740.603522931116,0.7778870226413371,122.4,43130000.0,0.34387791697252706
0.028555700517898668,217.5137,21871.6140744584,0.777155813056016,122.4,43130000.0,0.34392798526115836
0.029313208031841596,217.61176,21871.6140744584,0.7746382536518457,122.4,43130000.0,0.3435258337309623
0.02893833065065059,217.71674,21845.348957515176,0.7733748209104744,122.4,43130000.0,0.34339810261561465
0.029213840895882512,217.82007,21871.6140744584,0.772676223636084,122.4,43130000.0,0.3432843142180893
0.026985380282369402,217.92085,21897.910770497456,0.7730071904325466,122.4,43130000.0,0.3427093471270889
0.0314119860509958,218.00618,21924.239083600536,0.7655002398167913,122.4,43130000.0,0.34157775392773077
0.0173361535455445,218.07513,21950.5990517815,0.7727092846015635,122.4,43130000.0,0.3196621636001643
0.008515242161353371,218.41318,22948.101845605397,0.7699261554683783,122.4,43130000.0,0.2691674371466574
0.011338806990734447,220.39838,24793.00291490484,0.764205429434935,122.4,43130000.0,0.28646375739512886
0.0031372659220173646,222.49506,26415.414792830124,0.7586307019548902,122.4,43130000.0,0.17065837028837397
0.005482165143797277,225.84477,28942.862701920258,0.7456760006935896,122.4,43130000.0,0.22809822489115528
0.0069270854378087575,229.35919,31236.70418127278,0.7302361549562699,122.4,43130000.0,0.24448065527848903
0.005294827405803637,233.48477,33600.61550930239,0.7196850418837817,122.4,43130000.0,0.21584189050941793
0.008538761925303383,237.38817,35948.83900001084,0.6983347799271664,122.4,43130000.0,0.2507751488531463
0.011084905815768915,240.38718,37929.846445119474,0.6819593320456636,122.4,43130000.0,0.26236931780007294
0.010450687233606527,242.9124,39611.720188322026,0.6692248026618928,122.4,43130000.0,0.25539779639605364
0.018603884946437197,245.37253,41442.16772350146,0.6569231382586737,122.4,43130000.0,0.2892285192740483
0.02069780747854333,245.82544,41843.17550633592,0.6479607391856571,122.4,43130000.0,0.2937525101772377
0.01440420795132879,245.80203,41887.925180133876,0.6392451719464177,122.4,43130000.0,0.26631796371505373
0.0,247.18156,43019.325922865006,0.6278819947465897,122.4,43130000.0,0.16075609211784084
0.0,252.33058,47546.661812724305,0.6043115881735561,122.4,43130000.0,0.158824111471028
0.0,256.91016,52237.81322577617,0.5761269335391719,122.4,43130000.0,0.15644501433820904
0.0,261.9831,57818.07214749808,0.5467726525243585,122.4,43130000.0,0.1538809741307234
0.006065470895231713,265.4446,62932.15587409787,0.5210700539931351,122.4,43130000.0,0.15192723564317318
0.0019037527326867562,266.49866,65333.86288489202,0.49870664592196673,122.4,43130000.0,0.14947103858340569
0.002621087268663356,267.61133,68539.81254114237,0.47741606564304473,122.4,43130000.0,0.14742442557174953
0.0053086241123196515,268.9632,71457.04809689333,0.45383696136692786,122.4,43130000.0,0.14508360543580706
0.005331777670244316,270.66458,74260.24407484337,0.43949677386658725,122.4,43130000.0,0.14361902744292349
0.008442256668700064,272.0098,77151.82733633558,0.4274742842526274,122.4,43130000.0,0.14236575675876104
0.009786538783128502,272.9934,79530.15389274756,0.4155939281249843,122.4,43130000.0,0.14828131691360405
0.010854864201451854,274.11057,81659.56769930178,0.40284965019380903,122.4,43130000.0,0.15125740840736862
0.0035635210917214777,275.2491,83756.42488130389,0.3927643600140695,122.4,43130000.0,0.13860653851719854
0.005690970458437777,276.5399,85896.66953399946,0.35986332539278065,122.4,43130000.0,0.1348271830915058
0.0036012929371782056,278.01178,87917.65748408588,0.332646768957002,122.4,43130000.0,0.13151785246634556
0.009252973274910946,279.6551,90143.39545238864,0.3054872932908155,122.4,43130000.0,0.12802530481329077
0.028919974863685218,281.14352,92329.60723777568,0.2890868408729625,122.4,43130000.0,0.18231921178643076
0.0,281.70297,93096.29782938659,0.2709458980823983,122.4,43130000.0,0.12326190584101288
0.0,283.5544,95689.25477700023,0.23238982365152008,122.4,43130000.0,0.11742554609203823
0.07902180237600187,285.6977,98429.76811451821,0.19454619744179938,122.4,43130000.0,0.18819719366329696
,287.60516,100322.09119392285,,122.4,43130000.0,
